pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
367.69,371.08,499.81,319.99,443.95,185.82,473.44,152.09,361.79,458.25
367.69,371.08,499.81,319.99,445.79,185.03,475.84,151.49,361.62,458.25
367.85,371.13,499.89,320,447.65,184.41,478.01,151.17,361.06,458.23
367.85,371.13,499.9,320,449.36,183.85,480.17,150.82,360.94,458.24
367.84,371.12,499.9,320,451.02,183.07,482.2,150.14,360.81,458.24
367.88,371.05,499.89,319.91,452.93,182.33,484.4,149.84,360.77,458.23
367.89,371.01,499.89,319.85,454.76,181.71,486.64,149.13,360.68,458.23
367.88,371,499.88,319.72,456.61,180.95,488.77,148.49,360.56,458.24
367.87,370.99,499.83,319.6,458.13,180.2,490.79,148.03,360.08,458.15
367.87,370.98,499.61,319.08,459.92,179.5,492.87,147.63,360.03,458.11
367.86,370.96,499.25,318.94,461.7,178.78,494.87,146.94,359.99,458.07
367.83,370.88,499.17,318.74,463.15,178.03,496.91,146.24,359.93,458.04
367.83,370.83,499.09,318.5,464.96,177.24,498.85,145.8,359.87,458.01
367.69,370.78,498.91,317.96,466.67,176.32,500.87,145.04,359.85,457.98
367.62,370.83,498.67,317.35,468.15,175.62,502.89,144.31,359.83,457.95
367.58,370.79,498.21,317.04,469.86,174.86,504.82,143.85,359.79,457.93
367.46,370.77,498.03,316.83,471.53,173.97,506.82,143.07,359.74,457.88
367.18,370.73,497.66,316.35,473.17,172.99,508.8,142.41,359.63,457.77
367.13,370.73,497.2,315.75,474.77,172.2,510.58,141.85,359.63,457.77
367.08,370.7,496.92,315,476.25,171.36,512.41,141.08,359.6,457.74
366.88,370.7,496.58,314.21,477.9,170.5,514.29,140.38,359.54,457.61
366.73,370.69,496.06,313.6,479.44,169.74,516.21,139.84,359.13,457.54
366.59,370.68,495.77,313.09,480.95,168.81,518.02,139.02,359.12,457.24
366.44,370.68,495.14,312.58,482.39,167.89,520,138.27,359.1,457.22
366.15,370.67,494.78,311.82,483.98,166.99,521.78,137.73,359.1,457.16
366.11,370.65,494.15,310.91,485.46,166.01,523.59,137.02,359.1,457.09
365.85,370.64,493.78,310.09,486.93,165.19,525.15,136.25,359.09,457.08
