pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
810.010000,367.780000,844.920000,336.470000,875.900000,213.610000,919.970000,341.240000,987.880000,448.980000
811.300000,367.090000,846.010000,336.170000,877.520000,213.050000,920.080000,341.110000,987.880000,448.960000
812.690000,366.600000,847.160000,335.850000,878.890000,212.440000,920.200000,340.990000,987.880000,448.950000
813.820000,365.940000,848.220000,335.390000,880.300000,211.790000,920.420000,340.860000,987.890000,448.970000
814.940000,365.240000,849.210000,334.550000,882.020000,211.310000,920.800000,340.820000,987.890000,448.970000
815.960000,364.510000,850.170000,333.720000,883.740000,210.800000,920.900000,340.630000,987.880000,448.970000
816.970000,363.790000,851.150000,332.850000,885.220000,210.310000,920.990000,340.230000,987.890000,448.970000
817.960000,363.040000,852.070000,332.010000,887.060000,209.780000,921.080000,340.110000,987.920000,448.950000
818.730000,362.260000,853.020000,331.120000,888.880000,209.430000,921.190000,340.000000,987.920000,448.950000
819.340000,361.510000,853.900000,330.260000,890.880000,208.690000,921.400000,339.860000,987.900000,448.960000
819.980000,360.750000,854.750000,329.360000,892.690000,208.420000,921.770000,339.820000,987.890000,448.960000
820.480000,359.790000,855.310000,328.400000,894.550000,208.090000,921.990000,339.640000,987.910000,448.980000
821.060000,358.900000,855.830000,327.510000,896.180000,207.760000,922.180000,339.290000,987.910000,448.980000
821.370000,357.920000,856.050000,327.180000,898.120000,207.490000,922.170000,339.130000,987.900000,448.980000
821.590000,357.090000,856.320000,326.820000,900.160000,206.990000,922.300000,339.040000,987.900000,448.990000
821.790000,355.940000,857.150000,326.020000,902.200000,206.700000,922.430000,338.940000,985.404239,447.886574
821.930000,354.700000,857.840000,325.090000,904.230000,206.290000,922.780000,338.820000,984.890000,447.940000
821.940000,353.750000,858.070000,324.180000,906.180000,205.990000,922.960000,338.640000,984.850000,448.000000
821.900000,352.600000,858.050000,322.990000,908.220000,205.910000,923.090000,338.270000,984.870000,448.010000
821.720000,351.140000,858.070000,322.020000,910.050000,205.840000,923.210000,338.160000,984.548606,446.876892
821.470000,349.710000,858.100000,320.970000,912.100000,205.970000,923.320000,338.130000,984.860000,446.990000
821.090000,348.360000,858.130000,320.020000,914.400000,205.640000,923.420000,338.130000,984.720000,447.110000
820.890000,346.930000,858.180000,319.120000,916.720000,205.700000,923.770000,338.090000,984.550000,447.160000
820.580000,345.160000,858.748408,318.482524,918.840000,205.850000,923.870000,338.020000,984.310000,447.250000
820.090000,343.460000,859.130000,317.220000,920.840000,205.830000,924.000000,338.000000,984.140000,447.310000
819.760000,341.550000,859.510000,316.110000,923.010000,205.820000,924.150000,337.910000,983.990000,447.400000
819.150000,339.780000,859.780000,315.180000,925.220000,205.820000,924.360000,337.910000,983.870000,447.530000
818.790000,337.850000,859.800000,314.210000,927.240000,205.870000,924.770000,337.900000,983.690000,447.840000
818.140000,335.820000,859.890000,313.310000,929.360000,205.980000,924.840000,337.920000,983.520000,447.970000
817.800000,333.640000,859.980000,312.350000,931.440000,206.000000,924.960000,337.830000,983.290000,448.080000
817.190000,331.550000,860.090000,311.420000,933.540000,206.300000,925.050000,337.750000,983.120000,448.190000
816.900000,329.280000,860.080000,310.440000,935.760000,206.510000,925.170000,337.600000,982.940000,448.360000
816.510000,327.020000,860.230000,309.420000,937.780000,206.850000,925.310000,337.290000,982.710000,448.730000
816.050000,324.530000,860.270000,308.340000,939.770000,207.080000,925.690000,337.540000,982.460000,448.900000
